plot_id,point_id,timestamp,lat,lng,x_m,y_m,N,P,K,pH,EC,hum,temp
Plot_C_Asam,33,2026-05-27 07:36:24,-6.316837,107.300712,78.73,-15.22,162,12,128,4.68,1132,59.76,28.03
Plot_C_Asam,34,2026-05-27 07:36:36,-6.316628,107.299583,-46.09,8.05,133,12,163,4.66,1252,59.61,27.61
Plot_C_Asam,35,2026-05-27 07:36:48,-6.31746,107.300197,21.73,-84.59,129,19,137,5.1,1099,65.68,28.36
Plot_C_Asam,36,2026-05-27 07:37:00,-6.31607,107.299352,-71.59,70.15,123,14,131,4.86,1102,60.48,28.09
Plot_C_Asam,37,2026-05-27 07:37:12,-6.317428,107.299783,-24.02,-81.05,118,18,132,4.9,1162,66.21,28.83
Plot_C_Asam,38,2026-05-27 07:37:24,-6.316508,107.299673,-36.1,21.38,136,13,158,5.0,1204,58.69,27.83
Plot_C_Asam,39,2026-05-27 07:37:36,-6.317406,107.300513,56.76,-78.58,143,16,127,5.09,1042,66.89,28.95
Plot_C_Asam,40,2026-05-27 07:37:48,-6.317307,107.300659,72.84,-67.58,157,16,128,4.99,1070,65.38,28.29
Plot_C_Asam,41,2026-05-27 07:38:00,-6.31678,107.300035,3.83,-8.92,142,15,154,5.27,1300,61.07,28.19
Plot_C_Asam,42,2026-05-27 07:38:12,-6.316376,107.300324,35.8,36.1,147,13,138,5.16,1132,60.01,28.05
Plot_C_Asam,43,2026-05-27 07:38:24,-6.316117,107.30004,4.43,64.85,107,16,146,5.4,1179,63.29,28.3
Plot_C_Asam,44,2026-05-27 07:38:36,-6.316037,107.299564,-48.19,73.8,117,17,137,4.98,1139,61.82,28.12
Plot_C_Asam,45,2026-05-27 07:38:48,-6.316198,107.299375,-69.13,55.87,125,14,139,4.87,1086,58.43,28.15
Plot_C_Asam,46,2026-05-27 07:39:00,-6.316497,107.300734,81.18,22.65,160,12,146,4.86,1062,60.66,27.77
Plot_C_Asam,47,2026-05-27 07:39:12,-6.31674,107.300182,20.11,-4.5,148,13,156,5.24,1296,62.09,28.2
Plot_C_Asam,48,2026-05-27 07:39:24,-6.31595,107.299466,-59.01,83.52,118,16,129,4.95,1097,60.35,28.19
Plot_C_Asam,49,2026-05-27 07:39:36,-6.316225,107.300221,24.43,52.91,134,14,144,5.25,1143,62.4,27.9
Plot_C_Asam,50,2026-05-27 07:39:48,-6.316513,107.300576,63.69,20.85,151,12,142,5.03,1105,59.1,27.72
Plot_C_Asam,51,2026-05-27 07:40:00,-6.316455,107.300259,28.6,27.27,139,13,145,5.16,1168,58.81,27.31
Plot_C_Asam,52,2026-05-27 07:40:12,-6.316141,107.300053,5.89,62.2,115,14,140,5.31,1176,62.07,27.94
Plot_C_Asam,53,2026-05-27 07:40:24,-6.316426,107.300354,39.16,30.54,144,13,153,5.11,1112,60.7,27.71
Plot_C_Asam,54,2026-05-27 07:40:36,-6.316351,107.299937,-6.94,38.87,124,13,154,5.15,1216,61.18,28.18
Plot_C_Asam,55,2026-05-27 07:40:48,-6.316896,107.300452,49.98,-21.87,154,15,146,5.07,1231,61.35,28.01
Plot_C_Asam,56,2026-05-27 07:41:00,-6.316851,107.300527,58.21,-16.76,164,13,133,5.01,1204,60.55,27.66
Plot_C_Asam,57,2026-05-27 07:41:12,-6.317404,107.30031,34.25,-78.37,131,17,127,5.08,1023,67.02,27.94
Plot_C_Asam,58,2026-05-27 07:41:24,-6.317336,107.300104,11.53,-70.85,137,19,129,5.08,1140,65.07,27.95
Plot_C_Asam,59,2026-05-27 07:41:36,-6.316382,107.30071,78.47,35.42,151,11,131,4.78,1047,59.94,27.83
Plot_C_Asam,60,2026-05-27 07:41:48,-6.316755,107.299554,-49.33,-6.1,133,10,168,4.74,1257,59.22,27.77
Plot_C_Asam,61,2026-05-27 07:42:00,-6.316725,107.299905,-10.52,-2.78,136,14,166,5.22,1287,62.22,28.01
Plot_C_Asam,62,2026-05-27 07:42:12,-6.316442,107.299617,-42.38,28.71,121,13,149,4.91,1256,58.26,28.1
Plot_C_Asam,63,2026-05-27 07:42:24,-6.31665,107.300212,23.45,5.6,150,12,149,5.07,1240,60.05,28.08
Plot_C_Asam,64,2026-05-27 07:42:36,-6.316435,107.299818,-20.17,29.52,120,15,156,4.98,1230,62.45,28.12
Plot_C_Asam,65,2026-05-27 07:42:48,-6.316373,107.299687,-34.58,36.45,120,13,154,4.9,1235,61.63,28.0
Plot_C_Asam,66,2026-05-27 07:43:00,-6.316469,107.300098,10.85,25.76,138,13,156,5.24,1252,61.35,27.88
Plot_C_Asam,67,2026-05-27 07:43:12,-6.316097,107.300751,82.98,67.17,139,14,133,5.09,953,62.96,28.07
Plot_C_Asam,68,2026-05-27 07:43:24,-6.316761,107.299945,-6.03,-6.83,135,12,163,5.08,1309,62.73,28.16
Plot_C_Asam,69,2026-05-27 07:43:36,-6.317209,107.299752,-27.45,-56.7,131,18,147,4.93,1252,62.74,28.73
Plot_C_Asam,70,2026-05-27 07:43:48,-6.317335,107.300544,60.12,-70.69,142,16,134,4.99,1078,66.21,28.76
Plot_C_Asam,71,2026-05-27 07:44:00,-6.316726,107.299734,-29.38,-2.88,138,14,164,4.98,1301,59.23,27.7
Plot_C_Asam,72,2026-05-27 07:44:12,-6.31631,107.300306,33.82,43.38,128,14,147,5.16,1102,63.73,27.65
Plot_C_Asam,73,2026-05-27 07:44:24,-6.316357,107.299887,-12.51,38.16,124,13,150,5.03,1239,59.19,28.37
Plot_C_Asam,74,2026-05-27 07:44:36,-6.317419,107.299987,-1.45,-80.06,130,19,136,5.09,1120,64.63,28.53
Plot_C_Asam,75,2026-05-27 07:44:48,-6.317121,107.300105,11.6,-46.88,138,19,151,5.12,1223,64.06,28.06
Plot_C_Asam,76,2026-05-27 07:45:00,-6.317268,107.300725,80.14,-63.27,157,13,129,4.85,1072,65.49,28.02
Plot_C_Asam,77,2026-05-27 07:45:12,-6.316236,107.300147,16.26,51.64,125,16,141,5.13,1173,61.62,28.13
Plot_C_Asam,78,2026-05-27 07:45:24,-6.316813,107.299249,-83.0,-12.59,152,11,145,4.4,1173,56.05,28.49
Plot_C_Asam,79,2026-05-27 07:45:36,-6.316417,107.300489,54.09,31.46,144,14,147,4.91,1073,59.97,27.45
Plot_C_Asam,80,2026-05-27 07:45:48,-6.317153,107.299583,-46.12,-50.43,135,16,136,4.71,1210,61.8,28.24
Plot_C_Asam,81,2026-05-27 07:46:00,-6.316998,107.299752,-27.45,-33.21,130,16,156,4.89,1252,63.56,28.41
Plot_C_Asam,82,2026-05-27 07:46:12,-6.316678,107.300065,7.22,2.41,136,13,161,5.09,1260,60.29,28.19
Plot_C_Asam,83,2026-05-27 07:46:24,-6.317466,107.299325,-74.6,-85.26,141,18,130,4.58,1034,62.18,28.2
Plot_C_Asam,84,2026-05-27 07:46:36,-6.317309,107.299431,-62.92,-67.76,139,17,142,4.6,1174,60.71,28.71
Plot_C_Asam,85,2026-05-27 07:46:48,-6.316529,107.299232,-84.93,18.99,148,10,141,4.56,1155,55.47,28.1
Plot_C_Asam,86,2026-05-27 07:47:00,-6.317386,107.299704,-32.67,-76.33,126,18,139,4.94,1211,63.07,28.56
Plot_C_Asam,87,2026-05-27 07:47:12,-6.316668,107.299724,-30.51,3.62,131,11,165,4.86,1305,60.13,27.53
Plot_C_Asam,88,2026-05-27 07:47:24,-6.317071,107.300519,57.39,-41.32,152,15,143,4.94,1226,62.4,28.28
Plot_C_Asam,89,2026-05-27 07:47:36,-6.315953,107.299294,-78.05,83.12,121,15,130,4.88,990,60.63,27.9
Plot_C_Asam,90,2026-05-27 07:47:48,-6.316358,107.300757,83.66,38.06,157,11,140,4.93,1014,60.22,27.87
Plot_C_Asam,91,2026-05-27 07:48:00,-6.31692,107.300482,53.32,-24.44,161,12,138,4.98,1211,61.68,28.0
Plot_C_Asam,92,2026-05-27 07:48:12,-6.317011,107.300364,40.19,-34.58,146,13,136,5.03,1195,64.81,28.25
Plot_C_Asam,93,2026-05-27 07:48:24,-6.315943,107.300612,67.69,84.26,136,16,128,5.03,874,64.52,28.55
Plot_C_Asam,94,2026-05-27 07:48:36,-6.316408,107.299358,-70.93,32.51,124,11,148,4.71,1151,57.01,27.85
Plot_C_Asam,95,2026-05-27 07:48:48,-6.316263,107.299712,-31.82,48.7,117,12,155,4.97,1204,59.42,28.31
Plot_C_Asam,96,2026-05-27 07:49:00,-6.317196,107.30065,71.88,-55.18,152,13,134,4.74,1104,64.05,28.1
Plot_C_Asam,97,2026-05-27 07:49:12,-6.317416,107.299219,-86.38,-79.73,147,15,130,4.48,1061,60.23,27.7
Plot_C_Asam,98,2026-05-27 07:49:24,-6.316754,107.299788,-23.42,-5.96,136,14,159,5.01,1298,59.64,27.94
Plot_C_Asam,99,2026-05-27 07:49:36,-6.316218,107.299841,-17.56,53.71,114,12,144,5.1,1173,59.99,27.95
Plot_C_Asam,100,2026-05-27 07:49:48,-6.315958,107.300692,76.48,82.57,137,16,123,5.21,835,65.01,27.67
Plot_C_Asam,101,2026-05-27 07:50:00,-6.317123,107.299488,-56.59,-47.1,142,15,143,4.69,1193,59.25,27.92
Plot_C_Asam,102,2026-05-27 07:50:12,-6.316986,107.299954,-5.12,-31.88,139,16,154,5.07,1301,62.79,28.21
Plot_C_Asam,103,2026-05-27 07:50:24,-6.316388,107.299751,-27.57,34.7,126,13,155,5.0,1208,59.94,28.12
Plot_C_Asam,104,2026-05-27 07:50:36,-6.316531,107.299639,-39.88,18.76,128,11,159,4.83,1242,57.25,28.14
Plot_C_Asam,105,2026-05-27 07:50:48,-6.317309,107.299778,-24.5,-67.74,128,20,139,4.93,1245,63.1,28.28
Plot_C_Asam,106,2026-05-27 07:51:00,-6.316095,107.299759,-26.66,67.31,113,14,135,4.98,1126,62.18,28.59
Plot_C_Asam,107,2026-05-27 07:51:12,-6.316697,107.300536,59.25,0.29,164,13,147,4.91,1159,60.75,28.1
Plot_C_Asam,108,2026-05-27 07:51:24,-6.317384,107.299616,-42.45,-76.15,131,18,141,4.68,1157,63.68,28.66
Plot_C_Asam,109,2026-05-27 07:51:36,-6.315997,107.300118,13.06,78.25,111,18,125,5.21,1078,64.66,28.84
Plot_C_Asam,110,2026-05-27 07:51:48,-6.316757,107.299899,-11.13,-6.29,140,14,156,5.05,1277,61.36,28.51
