plot_id,point_id,timestamp,lat,lng,x_m,y_m,N,P,K,pH,EC,hum,temp
Plot_B_Defisit_N,16,2026-05-27 07:33:00,-6.316527,107.300536,59.29,19.29,115,31,153,5.82,906,59.57,28.65
Plot_B_Defisit_N,17,2026-05-27 07:33:12,-6.316754,107.29979,-23.26,-6.01,85,28,146,6.2,757,60.03,29.13
Plot_B_Defisit_N,18,2026-05-27 07:33:24,-6.316011,107.300776,85.77,76.72,111,29,156,6.01,900,57.17,28.64
Plot_B_Defisit_N,19,2026-05-27 07:33:36,-6.317111,107.299566,-47.92,-45.78,83,28,163,6.48,733,56.42,28.8
Plot_B_Defisit_N,20,2026-05-27 07:33:48,-6.316155,107.299583,-46.11,60.66,87,33,134,6.2,813,58.37,29.07
Plot_B_Defisit_N,21,2026-05-27 07:34:00,-6.316879,107.300105,11.58,-19.97,83,25,158,6.01,831,58.53,29.62
Plot_B_Defisit_N,22,2026-05-27 07:34:12,-6.316666,107.299247,-83.28,3.76,125,31,158,6.17,695,57.23,29.05
Plot_B_Defisit_N,23,2026-05-27 07:34:24,-6.316856,107.300268,29.63,-17.32,97,28,147,5.97,842,59.61,29.69
Plot_B_Defisit_N,24,2026-05-27 07:34:36,-6.317221,107.300353,39.03,-58.04,90,22,171,6.22,829,59.18,29.72
Plot_B_Defisit_N,25,2026-05-27 07:34:48,-6.316667,107.30009,9.92,3.68,93,28,137,5.99,881,60.92,29.56
Plot_B_Defisit_N,26,2026-05-27 07:35:00,-6.317306,107.300277,30.6,-67.5,79,20,184,6.28,880,57.87,29.66
Plot_B_Defisit_N,27,2026-05-27 07:35:12,-6.317141,107.300451,49.86,-49.08,87,23,173,6.04,837,58.38,29.51
Plot_B_Defisit_N,28,2026-05-27 07:35:24,-6.316643,107.300466,51.46,6.35,109,27,143,5.79,843,59.49,29.48
Plot_B_Defisit_N,29,2026-05-27 07:35:36,-6.315972,107.300679,75.02,81.08,93,28,162,6.06,865,57.55,28.87
Plot_B_Defisit_N,30,2026-05-27 07:35:48,-6.316921,107.300628,69.43,-24.65,101,26,173,5.93,785,56.89,29.34
Plot_B_Defisit_N,31,2026-05-27 07:36:00,-6.316962,107.299343,-72.65,-29.14,102,29,169,6.33,669,58.17,29.24
Plot_B_Defisit_N,32,2026-05-27 07:36:12,-6.316258,107.299487,-56.67,49.19,93,34,134,6.13,794,56.76,29.08
Plot_B_Defisit_N,33,2026-05-27 07:36:24,-6.316686,107.300463,51.2,1.55,103,28,143,5.95,871,59.39,29.57
Plot_B_Defisit_N,34,2026-05-27 07:36:36,-6.316702,107.300626,69.25,-0.25,108,29,168,5.9,826,57.84,29.26
Plot_B_Defisit_N,35,2026-05-27 07:36:48,-6.316919,107.300577,63.73,-24.39,102,27,165,6.04,819,59.21,29.59
Plot_B_Defisit_N,36,2026-05-27 07:37:00,-6.315984,107.299764,-26.14,79.74,64,29,152,6.21,931,60.8,29.84
Plot_B_Defisit_N,37,2026-05-27 07:37:12,-6.316059,107.300444,49.05,71.37,94,29,157,5.97,923,56.67,29.2
Plot_B_Defisit_N,38,2026-05-27 07:37:24,-6.317257,107.29954,-50.82,-62.06,76,24,171,6.51,779,57.89,28.76
Plot_B_Defisit_N,39,2026-05-27 07:37:36,-6.316076,107.300363,40.08,69.44,81,27,151,6.05,899,58.48,29.16
Plot_B_Defisit_N,40,2026-05-27 07:37:48,-6.317052,107.299402,-66.11,-39.23,88,28,173,6.38,729,56.35,29.19
Plot_B_Defisit_N,41,2026-05-27 07:38:00,-6.3162,107.300536,59.25,55.66,99,30,150,5.83,893,59.31,29.06
Plot_B_Defisit_N,42,2026-05-27 07:38:12,-6.316159,107.299661,-37.43,60.26,86,30,138,6.18,842,59.63,28.93
Plot_B_Defisit_N,43,2026-05-27 07:38:24,-6.316671,107.299944,-6.14,3.24,88,28,149,6.01,856,58.75,29.04
Plot_B_Defisit_N,44,2026-05-27 07:38:36,-6.316312,107.29924,-83.97,43.14,108,35,147,6.17,732,61.35,28.47
Plot_B_Defisit_N,45,2026-05-27 07:38:48,-6.316156,107.300571,63.13,60.56,105,30,155,5.85,842,56.64,29.18
Plot_B_Defisit_N,46,2026-05-27 07:39:00,-6.317341,107.30003,3.27,-71.37,80,24,177,6.28,849,58.95,29.92
Plot_B_Defisit_N,47,2026-05-27 07:39:12,-6.316468,107.300345,38.14,25.83,106,29,139,5.78,927,60.3,29.65
Plot_B_Defisit_N,48,2026-05-27 07:39:24,-6.317463,107.299716,-31.44,-84.98,73,23,170,6.42,803,57.6,29.02
Plot_B_Defisit_N,49,2026-05-27 07:39:36,-6.316213,107.300064,7.08,54.25,78,30,147,6.1,901,57.93,29.51
Plot_B_Defisit_N,50,2026-05-27 07:39:48,-6.316447,107.300159,17.53,28.16,86,29,140,5.85,949,58.98,29.74
Plot_B_Defisit_N,51,2026-05-27 07:40:00,-6.316671,107.300094,10.34,3.24,98,29,142,6.16,892,58.89,29.66
Plot_B_Defisit_N,52,2026-05-27 07:40:12,-6.316889,107.299827,-19.15,-20.98,80,27,149,6.24,768,59.01,29.39
Plot_B_Defisit_N,53,2026-05-27 07:40:24,-6.315942,107.299544,-50.43,84.37,85,30,149,6.34,836,58.45,29.74
Plot_B_Defisit_N,54,2026-05-27 07:40:36,-6.317006,107.299853,-16.21,-34.08,85,25,161,6.31,811,61.23,28.8
Plot_B_Defisit_N,55,2026-05-27 07:40:48,-6.316806,107.299884,-12.82,-11.8,83,27,154,6.07,843,60.79,29.56
Plot_B_Defisit_N,56,2026-05-27 07:41:00,-6.316908,107.29951,-54.14,-23.19,91,29,161,6.25,740,57.61,29.37
Plot_B_Defisit_N,57,2026-05-27 07:41:12,-6.317391,107.300206,22.72,-76.98,77,20,168,6.38,915,56.82,29.06
Plot_B_Defisit_N,58,2026-05-27 07:41:24,-6.316516,107.300014,1.58,20.53,90,29,134,5.98,849,59.67,28.81
Plot_B_Defisit_N,59,2026-05-27 07:41:36,-6.316163,107.299422,-63.84,59.77,94,33,142,6.37,798,58.52,28.31
Plot_B_Defisit_N,60,2026-05-27 07:41:48,-6.316231,107.300409,45.21,52.24,105,31,151,5.86,901,59.16,29.21
Plot_B_Defisit_N,61,2026-05-27 07:42:00,-6.316803,107.300651,71.92,-11.5,108,27,166,5.95,807,59.01,29.58
Plot_B_Defisit_N,62,2026-05-27 07:42:12,-6.316652,107.300124,13.76,5.35,96,28,130,5.95,890,58.89,29.57
Plot_B_Defisit_N,63,2026-05-27 07:42:24,-6.31626,107.300158,17.46,48.97,80,31,137,6.07,894,59.49,29.05
Plot_B_Defisit_N,64,2026-05-27 07:42:36,-6.316328,107.299565,-48.1,41.38,92,32,148,6.29,790,57.53,28.52
Plot_B_Defisit_N,65,2026-05-27 07:42:48,-6.31735,107.300669,74.0,-72.33,93,22,200,6.18,832,55.84,29.27
Plot_B_Defisit_N,66,2026-05-27 07:43:00,-6.316107,107.300761,84.12,66.01,121,31,165,5.91,852,56.66,29.39
Plot_B_Defisit_N,67,2026-05-27 07:43:12,-6.317425,107.29962,-41.99,-80.71,79,23,169,6.32,793,55.59,29.08
Plot_B_Defisit_N,68,2026-05-27 07:43:24,-6.316056,107.300161,17.79,71.73,72,29,146,6.07,903,58.28,29.16
Plot_B_Defisit_N,69,2026-05-27 07:43:36,-6.316522,107.300038,4.24,19.76,88,28,136,6.0,875,61.1,29.3
Plot_B_Defisit_N,70,2026-05-27 07:43:48,-6.316053,107.300243,26.87,71.99,80,27,147,5.95,942,58.02,29.31
Plot_B_Defisit_N,71,2026-05-27 07:44:00,-6.316425,107.300147,16.24,30.64,90,29,140,5.94,878,58.27,29.28
Plot_B_Defisit_N,72,2026-05-27 07:44:12,-6.31659,107.300295,32.6,12.19,101,27,144,5.79,863,62.72,29.84
Plot_B_Defisit_N,73,2026-05-27 07:44:24,-6.317048,107.300171,18.96,-38.76,88,24,160,6.17,819,58.4,29.07
Plot_B_Defisit_N,74,2026-05-27 07:44:36,-6.317281,107.300463,51.13,-64.72,86,23,178,6.11,819,56.5,29.51
Plot_B_Defisit_N,75,2026-05-27 07:44:48,-6.315935,107.300524,57.96,85.15,95,27,161,5.93,859,59.1,28.87
Plot_B_Defisit_N,76,2026-05-27 07:45:00,-6.317337,107.300621,68.61,-70.93,99,21,191,6.15,801,55.03,29.22
Plot_B_Defisit_N,77,2026-05-27 07:45:12,-6.316952,107.29955,-49.8,-28.09,86,28,152,6.2,695,58.84,29.3
Plot_B_Defisit_N,78,2026-05-27 07:45:24,-6.317185,107.300541,59.79,-53.96,101,24,184,6.04,843,55.86,29.47
Plot_B_Defisit_N,79,2026-05-27 07:45:36,-6.316118,107.300219,24.26,64.79,76,28,147,6.09,931,60.1,29.53
Plot_B_Defisit_N,80,2026-05-27 07:45:48,-6.3167,107.300456,50.45,-0.03,111,29,152,5.84,899,60.14,29.36
Plot_B_Defisit_N,81,2026-05-27 07:46:00,-6.31746,107.299668,-36.66,-84.57,75,25,174,6.65,790,56.5,29.6
Plot_B_Defisit_N,82,2026-05-27 07:46:12,-6.316747,107.300151,16.71,-5.22,90,26,137,6.13,883,58.79,29.28
Plot_B_Defisit_N,83,2026-05-27 07:46:24,-6.317382,107.29945,-60.78,-75.89,79,26,168,6.63,721,57.61,28.77
Plot_B_Defisit_N,84,2026-05-27 07:46:36,-6.315997,107.300462,51.06,78.24,87,26,149,6.03,877,57.9,29.11
Plot_B_Defisit_N,85,2026-05-27 07:46:48,-6.316857,107.299968,-3.55,-17.49,89,28,146,6.11,846,58.53,29.38
Plot_B_Defisit_N,86,2026-05-27 07:47:00,-6.316453,107.299715,-31.51,27.47,91,29,135,6.08,764,60.05,29.28
Plot_B_Defisit_N,87,2026-05-27 07:47:12,-6.316265,107.299513,-53.81,48.38,89,32,132,6.26,781,57.58,28.95
Plot_B_Defisit_N,88,2026-05-27 07:47:24,-6.31693,107.299433,-62.7,-25.55,89,30,161,6.3,680,58.74,29.45
Plot_B_Defisit_N,89,2026-05-27 07:47:36,-6.316008,107.300397,43.93,77.02,87,26,157,6.09,960,58.89,29.39
Plot_B_Defisit_N,90,2026-05-27 07:47:48,-6.31677,107.300517,57.19,-7.78,106,29,162,5.96,838,59.14,28.75
Plot_B_Defisit_N,91,2026-05-27 07:48:00,-6.31642,107.300595,65.74,31.19,115,30,153,5.8,887,60.13,28.97
Plot_B_Defisit_N,92,2026-05-27 07:48:12,-6.316001,107.299748,-27.81,77.78,75,30,149,6.32,832,59.23,28.73
Plot_B_Defisit_N,93,2026-05-27 07:48:24,-6.317223,107.300395,43.7,-58.21,82,23,182,6.28,843,58.6,29.24
Plot_B_Defisit_N,94,2026-05-27 07:48:36,-6.316908,107.300461,50.94,-23.11,101,24,166,5.99,849,58.02,29.75
Plot_B_Defisit_N,95,2026-05-27 07:48:48,-6.317377,107.299968,-3.51,-75.35,73,23,163,6.32,826,57.44,29.51
Plot_B_Defisit_N,96,2026-05-27 07:49:00,-6.317283,107.300487,53.87,-64.86,83,22,188,6.15,836,56.67,29.15
Plot_B_Defisit_N,97,2026-05-27 07:49:12,-6.317005,107.300209,23.1,-33.91,94,25,158,6.16,892,59.94,29.53
Plot_B_Defisit_N,98,2026-05-27 07:49:24,-6.317267,107.299502,-55.01,-63.07,80,25,163,6.49,774,59.11,29.0
Plot_B_Defisit_N,99,2026-05-27 07:49:36,-6.316386,107.299785,-23.75,34.99,81,32,148,6.17,822,59.93,29.12
Plot_B_Defisit_N,100,2026-05-27 07:49:48,-6.316146,107.29945,-60.82,61.64,88,34,147,6.22,803,57.61,28.92
Plot_B_Defisit_N,101,2026-05-27 07:50:00,-6.317227,107.300287,31.69,-58.7,75,22,178,6.16,871,57.72,29.2
Plot_B_Defisit_N,102,2026-05-27 07:50:12,-6.317067,107.299508,-54.39,-40.88,86,26,168,6.35,716,58.81,29.37
Plot_B_Defisit_N,103,2026-05-27 07:50:24,-6.315991,107.299269,-80.84,78.95,98,32,158,6.27,790,57.96,28.57
Plot_B_Defisit_N,104,2026-05-27 07:50:36,-6.316527,107.299332,-73.88,19.29,118,33,150,6.15,726,54.88,29.3
Plot_B_Defisit_N,105,2026-05-27 07:50:48,-6.316525,107.300259,28.65,19.53,107,29,136,5.85,906,61.77,29.5
Plot_B_Defisit_N,106,2026-05-27 07:51:00,-6.315926,107.299617,-42.31,86.12,69,31,149,6.33,885,58.04,28.99
Plot_B_Defisit_N,107,2026-05-27 07:51:12,-6.316553,107.299801,-22.04,16.36,90,31,128,6.13,829,62.14,29.25
Plot_B_Defisit_N,108,2026-05-27 07:51:24,-6.31668,107.29979,-23.19,2.24,84,27,143,6.22,798,59.9,29.09
Plot_B_Defisit_N,109,2026-05-27 07:51:36,-6.316187,107.300588,65.04,57.07,98,29,155,5.75,871,58.9,28.82
Plot_B_Defisit_N,110,2026-05-27 07:51:48,-6.316022,107.30025,27.67,75.43,87,27,142,5.99,946,59.12,29.22
